game_id,season,round,date,ts,kickoff_hour,weekday,played,status,home_id,home,away_id,away,hg,ag,h_xa,a_xa,h_xgot,a_xgot,h_saves,a_saves,h_shots,a_shots,h_xgc,a_xgc,h_fouls,a_fouls,h_corners,a_corners,h_red,a_red,h_shots_ib,a_shots_ib,h_attacks,a_attacks,h_sot,a_sot,h_bigch,a_bigch,h_yellow,a_yellow,h_poss,a_poss,h_xg,a_xg,book,odds_H,open_H,odds_D,open_D,odds_A,open_A,h_rest,a_rest,h_xg_all,h_npxg,h_xg_open,h_xg_openstr,h_xg_sp,h_xg_level,h_xgot_sum,h_pens,h_shots_n,a_xg_all,a_npxg,a_xg_open,a_xg_openstr,a_xg_sp,a_xg_level,a_xgot_sum,a_pens,a_shots_n
4476444,143,1,2025-08-17,1755439500.0,18.08333333333333,6,True,Ended,8652,Ajman Club,8350,Al-Wahda,0.0,2.0,0.87,0.86,0.75,1.42,6.0,3.0,5.0,15.0,1.87,0.55,11.0,11.0,5.0,3.0,0.0,0.0,3.0,9.0,88.0,82.0,3.0,9.0,1.0,2.0,1.0,1.0,52.0,48.0,0.55,1.87,Bet365,4.33,3.4,3.75,3.6,1.62,1.85,83.92013888888889,83.99652777777777,0.55,0.55,0.55,0.55,0.0,0.27,0.75,0.0,5.0,1.86,1.07,1.02,0.8500000000000001,0.05,0.21,1.4200000000000002,1.0,15.0
4476448,143,1,2025-08-17,1755439500.0,18.08333333333333,6,True,Ended,11134,Khor Fakkan,8344,Jazira Abu Dhabi,3.0,2.0,0.71,1.42,2.44,1.96,1.0,1.0,8.0,19.0,2.85,1.3,10.0,10.0,1.0,7.0,1.0,0.0,4.0,12.0,,,4.0,3.0,2.0,2.0,1.0,1.0,37.0,63.0,1.3,2.85,,,,,,,,83.92013888888889,83.92013888888889,1.31,1.31,1.2600000000000002,1.2200000000000002,0.05,0.31,2.44,0.0,8.0,2.89,1.3100000000000005,1.3000000000000005,1.08,0.01,0.42,1.96,2.0,19.0
4476449,143,1,2025-08-17,1755448200.0,20.5,6,True,Ended,8346,Al Wasl,8345,Baniyas,2.0,0.0,1.39,0.32,1.39,0.0,0.0,1.0,11.0,4.0,0.12,1.45,10.0,10.0,7.0,1.0,0.0,0.0,6.0,2.0,93.0,68.0,4.0,0.0,5.0,0.0,0.0,2.0,61.0,39.0,1.45,0.12,Bet365,1.3,1.22,4.5,5.25,7.5,9.0,84.09722222222223,85.02083333333333,1.7800000000000002,1.7800000000000002,1.7800000000000002,1.7800000000000002,0.0,0.21,1.9,0.0,12.0,0.13,0.13,0.05,0.05,0.08,0.03,0.0,0.0,4.0
4490882,143,2,2025-08-22,1755871200.0,18.0,4,True,Ended,8345,Baniyas,8355,Kalba,0.0,1.0,0.7,0.53,0.03,1.18,1.0,1.0,8.0,5.0,1.03,0.23,26.0,14.0,2.0,2.0,0.0,0.0,2.0,4.0,102.0,67.0,1.0,2.0,0.0,1.0,2.0,0.0,57.0,43.0,0.23,1.03,Bet365,2.6,2.4,3.2,3.5,2.55,2.55,4.895833333333333,5.895833333333333,0.24,0.24,0.18,0.16,0.06,0.22,0.03,0.0,8.0,1.03,0.24,0.12,0.12,0.12,0.24,1.17,1.0,5.0
4490881,143,2,2025-08-22,1755880200.0,20.5,4,True,Ended,8351,Sharjah SC,8344,Jazira Abu Dhabi,0.0,1.0,0.51,0.7,0.16,0.33,4.0,2.0,9.0,17.0,0.78,0.47,23.0,14.0,4.0,3.0,,,7.0,5.0,,,2.0,5.0,0.0,0.0,2.0,1.0,56.0,44.0,0.47,0.78,,,,,,,,6.100694444444445,5.100694444444445,0.47,0.47,0.45,0.45,0.02,0.3,0.16,0.0,9.0,0.8000000000000003,0.8000000000000003,0.6399999999999999,0.5999999999999999,0.16,0.6100000000000001,0.3399999999999999,0.0,18.0
4490878,143,2,2025-08-23,1755957600.0,18.0,5,True,Ended,8352,Al Dhafra,8346,Al Wasl,3.0,1.0,0.44,2.2,1.16,2.0,3.0,0.0,5.0,17.0,2.29,0.46,14.0,17.0,2.0,10.0,0.0,0.0,4.0,10.0,48.0,119.0,3.0,4.0,0.0,1.0,1.0,1.0,36.0,64.0,0.46,2.29,Bet365,6.5,5.25,4.0,4.0,1.4,1.48,6.996527777777778,5.895833333333333,0.46,0.46,0.46,0.46,0.0,0.33,1.16,0.0,5.0,2.3000000000000007,2.3000000000000007,1.7600000000000002,1.7600000000000002,0.54,0.64,2.01,0.0,17.0
4490880,143,2,2025-08-23,1755957600.0,18.0,5,True,Ended,10880,Dibba Al Fujairah,8353,Al Ain,2.0,3.0,0.32,1.76,1.63,1.71,1.0,3.0,13.0,13.0,1.5,1.33,13.0,11.0,3.0,5.0,1.0,0.0,9.0,9.0,3.0,15.0,7.0,4.0,1.0,1.0,2.0,3.0,40.0,60.0,1.33,1.5,Bet365,7.0,5.0,5.0,4.2,1.3,1.5,6.996527777777778,6.895833333333333,1.33,1.33,1.01,0.94,0.32,0.13,1.63,0.0,13.0,1.6100000000000003,1.6100000000000003,1.6100000000000003,1.6100000000000003,0.0,1.11,2.8600000000000003,0.0,15.0
4490879,143,2,2025-08-23,1755966600.0,20.5,5,True,Ended,8350,Al-Wahda,8347,Shabab Al Ahly,0.0,0.0,0.68,0.32,0.0,0.6,2.0,0.0,11.0,5.0,0.2,1.06,13.0,8.0,5.0,2.0,1.0,1.0,9.0,2.0,67.0,81.0,0.0,2.0,1.0,0.0,1.0,3.0,51.0,49.0,1.06,0.2,Bet365,2.5,2.5,3.6,3.7,2.3,2.25,6.100694444444445,7.100694444444445,1.08,1.08,1.01,0.43,0.07,1.08,0.0,0.0,12.0,0.21,0.21,0.21,0.16,0.0,0.21,0.6000000000000001,0.0,5.0
4490877,143,2,2025-08-24,1756044000.0,18.0,6,True,Ended,57374,Al Bataeh,11134,Khor Fakkan,2.0,1.0,0.39,0.83,1.33,0.68,2.0,1.0,3.0,8.0,0.73,0.62,18.0,9.0,2.0,3.0,0.0,0.0,2.0,4.0,74.0,91.0,3.0,3.0,1.0,2.0,1.0,1.0,42.0,58.0,0.62,0.73,Bet365,2.5,2.15,3.6,3.6,2.3,2.7,7.895833333333333,6.996527777777778,0.62,0.62,0.62,0.61,0.0,0.61,1.33,0.0,3.0,1.04,1.04,0.72,0.49,0.32,0.22,1.04,0.0,9.0
4490876,143,2,2025-08-24,1756053000.0,20.5,6,True,Ended,8349,Al Nasr Dubai,8652,Ajman Club,1.0,0.0,1.14,0.31,0.59,0.14,2.0,0.0,11.0,5.0,0.36,1.07,19.0,12.0,4.0,3.0,0.0,1.0,8.0,4.0,109.0,65.0,1.0,2.0,4.0,0.0,3.0,2.0,67.0,33.0,1.07,0.36,Bet365,1.9,1.75,3.3,3.6,3.5,3.75,8.0,7.100694444444445,1.07,1.07,0.8899999999999999,0.8899999999999999,0.18,0.87,0.59,0.0,11.0,0.34,0.34,0.19,0.19,0.15,0.15,0.14,0.0,5.0
4532372,143,3,2025-09-11,1757598000.0,17.666666666666668,3,True,Ended,8355,Kalba,8350,Al-Wahda,0.0,0.0,0.47,1.44,0.84,0.41,5.0,5.0,10.0,17.0,1.57,0.54,10.0,9.0,3.0,8.0,0.0,0.0,5.0,11.0,72.0,121.0,4.0,5.0,1.0,0.0,1.0,1.0,43.0,57.0,0.54,1.57,Bet365,3.5,3.6,4.0,3.9,1.73,1.73,19.98611111111111,18.881944444444443,0.56,0.56,0.56,0.49,0.0,0.56,0.8300000000000001,0.0,10.0,1.57,1.57,1.33,1.25,0.24,1.57,0.41,0.0,17.0
4532373,143,3,2025-09-11,1757607300.0,20.25,3,True,Ended,11134,Khor Fakkan,8351,Sharjah SC,2.0,2.0,0.47,1.38,1.48,1.58,3.0,1.0,4.0,24.0,2.97,1.36,10.0,13.0,0.0,12.0,0.0,0.0,3.0,17.0,69.0,105.0,3.0,5.0,3.0,2.0,3.0,3.0,31.0,69.0,1.36,2.97,Bet365,3.7,3.2,3.9,3.6,1.7,1.91,18.09375,19.989583333333332,1.36,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.0,0.37,1.48,1.0,4.0,2.97,1.3900000000000006,1.3500000000000003,1.3500000000000003,0.04,0.67,1.58,2.0,24.0
4532376,143,3,2025-09-11,1757607300.0,20.25,3,True,Ended,8347,Shabab Al Ahly,8345,Baniyas,1.0,0.0,1.1,0.17,0.94,0.05,2.0,4.0,18.0,11.0,0.46,1.8,11.0,10.0,6.0,4.0,0.0,1.0,8.0,4.0,105.0,63.0,5.0,2.0,2.0,0.0,3.0,3.0,63.0,37.0,1.8,0.46,Bet365,1.27,1.4,5.25,4.5,7.0,5.5,18.989583333333332,20.09375,1.8000000000000005,1.8000000000000005,1.7000000000000002,1.7000000000000002,0.1,0.5800000000000001,0.95,0.0,18.0,0.46,0.46,0.4,0.3399999999999999,0.06,0.07,0.05,0.0,11.0
4532374,143,3,2025-09-12,1757684400.0,17.666666666666668,4,True,Ended,8352,Al Dhafra,10880,Dibba Al Fujairah,2.0,1.0,1.08,0.5,1.72,0.55,1.0,3.0,12.0,8.0,0.95,0.78,7.0,14.0,5.0,3.0,0.0,0.0,7.0,5.0,65.0,50.0,5.0,2.0,2.0,1.0,2.0,2.0,55.0,45.0,0.78,0.95,Bet365,2.3,2.1,3.6,3.75,2.5,2.7,19.98611111111111,19.98611111111111,0.78,0.78,0.76,0.6600000000000001,0.02,0.6400000000000001,1.7200000000000002,0.0,12.0,0.95,0.95,0.8,0.74,0.15,0.5299999999999999,0.55,0.0,8.0
4532375,143,3,2025-09-12,1757693700.0,20.25,4,True,Ended,8652,Ajman Club,57374,Al Bataeh,1.0,0.0,1.2,0.44,1.04,0.11,2.0,3.0,15.0,7.0,1.05,1.66,15.0,23.0,6.0,2.0,0.0,0.0,11.0,4.0,65.0,102.0,4.0,2.0,3.0,1.0,5.0,3.0,38.0,62.0,1.66,1.05,Bet365,2.05,1.91,3.7,4.0,2.75,2.9,18.989583333333332,19.09375,1.6600000000000004,1.6600000000000004,1.14,1.09,0.52,1.6400000000000003,1.03,0.0,15.0,1.05,0.26,0.26,0.26,0.0,0.06,0.11,1.0,7.0
4532379,143,3,2025-09-13,1757770800.0,17.666666666666668,5,True,Ended,8344,Jazira Abu Dhabi,8349,Al Nasr Dubai,0.0,0.0,0.54,0.26,0.1,0.17,1.0,1.0,16.0,11.0,0.76,0.64,16.0,10.0,4.0,7.0,,,7.0,3.0,,,1.0,1.0,0.0,0.0,2.0,2.0,58.0,42.0,0.64,0.76,,,,,,,,21.881944444444443,19.881944444444443,0.6300000000000001,0.6300000000000001,0.52,0.3500000000000001,0.11,0.6300000000000001,0.1,0.0,16.0,0.77,0.77,0.72,0.6700000000000002,0.05,0.77,0.17,0.0,11.0
4532378,143,3,2025-09-13,1757780100.0,20.25,5,True,Ended,8346,Al Wasl,8353,Al Ain,1.0,1.0,0.92,0.5,0.19,0.6,3.0,0.0,6.0,9.0,0.6,0.66,11.0,13.0,1.0,4.0,0.0,0.0,3.0,7.0,61.0,81.0,1.0,4.0,0.0,1.0,2.0,0.0,49.0,51.0,0.66,0.6,Bet365,2.35,2.25,3.4,3.5,2.55,2.62,21.09375,21.09375,0.6499999999999999,0.6499999999999999,0.4099999999999999,0.38,0.24,0.62,0.19,0.0,6.0,0.5900000000000001,0.5900000000000001,0.4,0.4,0.19,0.37,0.61,0.0,9.0
4532377,143,4,2025-09-19,1758288600.0,17.5,4,True,Ended,8350,Al-Wahda,8352,Al Dhafra,5.0,2.0,1.44,0.5,2.25,0.7,4.0,5.0,16.0,9.0,0.7,2.2,9.0,8.0,4.0,2.0,1.0,0.0,10.0,5.0,93.0,82.0,9.0,6.0,3.0,2.0,1.0,2.0,51.0,49.0,2.2,0.7,Bet365,1.29,1.29,5.5,5.5,6.5,6.5,7.993055555555555,6.993055555555555,2.18,1.39,1.39,1.37,0.0,0.59,2.27,1.0,16.0,0.7000000000000001,0.7000000000000001,0.5200000000000001,0.3400000000000001,0.18,0.04,0.69,0.0,10.0
4532380,143,4,2025-09-19,1758298500.0,20.25,4,True,Ended,8345,Baniyas,8344,Jazira Abu Dhabi,0.0,4.0,0.41,1.39,0.14,3.14,3.0,1.0,6.0,15.0,1.9,0.44,11.0,9.0,1.0,2.0,1.0,0.0,5.0,11.0,,,1.0,7.0,0.0,3.0,1.0,0.0,36.0,64.0,0.44,1.9,,,,,,,,8.0,6.107638888888889,0.4399999999999999,0.4399999999999999,0.4399999999999999,0.29,0.0,0.21,0.14,0.0,6.0,1.9200000000000004,1.13,0.8700000000000001,0.8700000000000001,0.26,0.21,3.14,1.0,15.0
4532381,143,4,2025-09-20,1758375000.0,17.5,5,True,Ended,10880,Dibba Al Fujairah,8355,Kalba,1.0,2.0,0.68,0.47,0.31,0.89,1.0,2.0,12.0,11.0,0.87,0.96,14.0,9.0,5.0,1.0,0.0,0.0,7.0,5.0,87.0,99.0,3.0,3.0,0.0,1.0,3.0,3.0,42.0,58.0,0.96,0.87,Bet365,2.8,2.8,3.2,3.2,2.3,2.3,7.993055555555555,8.993055555555555,1.3,1.3,1.1,0.6,0.2,0.4,0.7100000000000001,0.0,13.0,0.8700000000000001,0.8700000000000001,0.8700000000000001,0.5499999999999999,0.0,0.36,0.89,0.0,11.0
4532382,143,4,2025-09-20,1758375000.0,17.5,5,True,Ended,8353,Al Ain,11134,Khor Fakkan,3.0,0.0,1.63,0.68,2.39,0.04,1.0,4.0,20.0,8.0,0.49,2.6,11.0,9.0,9.0,6.0,0.0,0.0,15.0,4.0,97.0,92.0,7.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,2.6,0.49,Bet365,1.38,1.38,4.2,4.2,6.5,6.5,6.885416666666667,8.885416666666666,2.6000000000000005,1.8100000000000005,1.3700000000000003,1.32,0.44,0.72,2.38,1.0,20.0,0.49,0.49,0.49,0.49,0.0,0.04,0.04,0.0,8.0
4532383,143,4,2025-09-20,1758384900.0,20.25,5,True,Ended,8349,Al Nasr Dubai,8347,Shabab Al Ahly,0.0,1.0,0.45,1.22,0.58,1.18,3.0,2.0,8.0,17.0,1.81,1.09,18.0,8.0,1.0,6.0,0.0,0.0,6.0,11.0,77.0,99.0,2.0,4.0,2.0,1.0,5.0,4.0,43.0,57.0,1.09,1.81,,,,,,,,7.107638888888889,9.0,1.09,1.09,1.09,0.93,0.0,1.09,0.5800000000000001,0.0,8.0,1.98,1.98,1.89,1.73,0.09,1.8100000000000005,1.96,0.0,18.0
4532385,143,4,2025-09-21,1758461400.0,17.5,6,True,Ended,57374,Al Bataeh,8346,Al Wasl,0.0,1.0,0.57,1.58,0.17,2.07,6.0,5.0,12.0,11.0,1.81,0.74,14.0,6.0,6.0,2.0,0.0,0.0,5.0,10.0,63.0,91.0,5.0,7.0,1.0,0.0,2.0,0.0,43.0,57.0,0.74,1.81,Bet365,5.5,5.5,4.5,4.5,1.4,1.4,8.885416666666666,7.885416666666667,0.7400000000000002,0.7400000000000002,0.52,0.4700000000000001,0.22,0.35,0.18,0.0,12.0,1.81,1.81,1.75,1.5499999999999998,0.06,1.13,2.07,0.0,11.0
4532384,143,4,2025-09-21,1758471300.0,20.25,6,True,Ended,8351,Sharjah SC,8652,Ajman Club,0.0,1.0,0.62,1.13,0.05,0.62,2.0,2.0,10.0,13.0,1.37,0.37,16.0,18.0,5.0,4.0,0.0,0.0,5.0,9.0,88.0,67.0,3.0,4.0,0.0,1.0,2.0,4.0,61.0,39.0,0.37,1.37,Bet365,1.85,1.75,3.4,3.5,3.6,4.0,10.0,9.0,0.37,0.37,0.23,0.23,0.14,0.17,0.05,0.0,10.0,1.4300000000000002,1.4300000000000002,1.07,1.03,0.36,0.73,0.63,0.0,13.0
4532386,143,5,2025-09-24,1758720300.0,17.416666666666668,2,True,Ended,11134,Khor Fakkan,8355,Kalba,2.0,4.0,0.42,2.62,1.89,3.09,7.0,1.0,5.0,31.0,2.44,1.12,7.0,14.0,1.0,6.0,2.0,0.0,4.0,17.0,75.0,89.0,3.0,12.0,2.0,4.0,2.0,2.0,42.0,58.0,1.12,2.44,Bet365,2.25,2.25,3.5,3.5,2.8,2.8,3.9965277777777777,3.9965277777777777,1.13,0.3399999999999999,0.3399999999999999,0.3399999999999999,0.0,0.3399999999999999,1.89,1.0,5.0,2.880000000000001,2.880000000000001,2.7700000000000005,1.85,0.11,0.7700000000000002,3.08,0.0,32.0
4532387,143,5,2025-09-24,1758730500.0,20.25,2,True,Ended,8344,Jazira Abu Dhabi,8350,Al-Wahda,0.0,1.0,0.69,0.87,,,,,7.0,5.0,0.47,0.57,12.0,11.0,2.0,3.0,,,5.0,4.0,,,,,0.0,0.0,5.0,2.0,59.0,41.0,0.57,0.47,,,,,,,,5.0,5.114583333333333,0.5800000000000001,0.5800000000000001,0.4499999999999999,0.4499999999999999,0.13,0.18,0.0,0.0,8.0,0.47,0.47,0.3399999999999999,0.3399999999999999,0.13,0.16,0.0,0.0,5.0
4532388,143,5,2025-09-25,1758806700.0,17.416666666666668,3,True,Ended,8347,Shabab Al Ahly,8353,Al Ain,0.0,1.0,1.15,0.84,0.56,0.29,0.0,5.0,21.0,10.0,1.06,2.01,7.0,23.0,6.0,6.0,0.0,0.0,11.0,5.0,94.0,42.0,5.0,1.0,1.0,1.0,1.0,4.0,56.0,44.0,2.01,1.06,Bet365,2.15,2.15,3.5,3.5,2.75,2.75,4.881944444444445,4.996527777777778,1.9800000000000004,1.1900000000000004,1.1000000000000003,1.0500000000000005,0.09,0.8500000000000001,0.55,1.0,21.0,1.09,1.09,1.05,0.99,0.04,1.06,0.29,0.0,10.0
4532389,143,5,2025-09-25,1758816900.0,20.25,3,True,Ended,8346,Al Wasl,8351,Sharjah SC,2.0,1.0,2.13,0.34,1.58,0.62,1.0,2.0,14.0,8.0,0.42,1.67,12.0,16.0,6.0,1.0,0.0,0.0,11.0,4.0,107.0,65.0,4.0,2.0,0.0,0.0,1.0,4.0,59.0,41.0,1.67,0.42,Bet365,1.8,1.8,3.4,3.4,3.75,3.75,4.114583333333333,4.0,1.65,1.65,1.53,1.53,0.12,1.27,1.57,0.0,14.0,0.42,0.42,0.42,0.41,0.0,0.1399999999999999,0.62,0.0,8.0
4532390,143,5,2025-09-26,1758893100.0,17.416666666666668,4,True,Ended,8345,Baniyas,8652,Ajman Club,0.0,1.0,0.43,0.55,0.33,1.13,2.0,3.0,8.0,13.0,1.58,0.6,21.0,8.0,5.0,10.0,2.0,0.0,6.0,8.0,69.0,78.0,3.0,4.0,0.0,2.0,2.0,0.0,43.0,57.0,0.6,1.58,Bet365,3.25,3.25,3.4,3.4,1.95,1.95,6.881944444444445,4.881944444444445,0.6100000000000001,0.6100000000000001,0.3899999999999999,0.3899999999999999,0.22,0.6100000000000001,0.33,0.0,8.0,1.5800000000000003,0.7900000000000003,0.4600000000000001,0.39,0.33,0.7900000000000003,1.13,1.0,13.0
4532391,143,5,2025-09-26,1758893100.0,17.416666666666668,4,True,Ended,8352,Al Dhafra,57374,Al Bataeh,3.0,1.0,1.32,0.42,2.9,0.82,2.0,4.0,15.0,4.0,0.15,1.84,11.0,16.0,2.0,4.0,0.0,0.0,11.0,3.0,29.0,27.0,7.0,3.0,3.0,0.0,1.0,3.0,56.0,44.0,1.84,0.15,Bet365,2.38,2.35,3.4,3.5,2.45,2.5,6.996527777777778,4.996527777777778,1.86,1.86,1.65,1.61,0.21,0.23,2.9000000000000004,0.0,15.0,0.14,0.14,0.08,0.08,0.06,0.06,0.82,0.0,4.0
4532392,143,5,2025-09-26,1758903300.0,20.25,4,True,Ended,8349,Al Nasr Dubai,10880,Dibba Al Fujairah,1.0,1.0,1.06,0.84,3.02,0.65,5.0,6.0,18.0,12.0,0.89,1.97,11.0,19.0,11.0,2.0,0.0,0.0,12.0,4.0,85.0,84.0,7.0,6.0,2.0,1.0,1.0,5.0,63.0,37.0,1.97,0.89,Bet365,1.45,1.44,4.2,4.33,5.25,5.25,6.0,6.114583333333333,1.95,1.95,1.5700000000000005,1.2600000000000002,0.3799999999999999,1.36,3.02,0.0,18.0,0.9000000000000001,0.9000000000000001,0.8400000000000001,0.81,0.06,0.37,0.6599999999999999,0.0,12.0
4532542,143,6,2025-10-17,1760706300.0,17.083333333333332,4,True,Ended,8351,Sharjah SC,8352,Al Dhafra,2.0,0.0,1.43,0.26,0.9,0.26,2.0,2.0,16.0,5.0,0.23,1.53,13.0,9.0,7.0,1.0,0.0,1.0,14.0,2.0,108.0,59.0,4.0,2.0,1.0,0.0,2.0,3.0,58.0,42.0,1.53,0.23,Bet365,1.55,1.36,4.0,4.75,4.5,5.75,21.868055555555557,20.98611111111111,1.6700000000000004,1.6700000000000004,1.5900000000000003,1.3300000000000003,0.08,0.33,0.9,0.0,17.0,0.2299999999999999,0.2299999999999999,0.2299999999999999,0.21,0.0,0.1699999999999999,0.26,0.0,5.0
4532543,143,6,2025-10-17,1760706300.0,17.083333333333332,4,True,Ended,57374,Al Bataeh,8350,Al-Wahda,1.0,3.0,1.95,0.42,1.31,1.11,1.0,3.0,18.0,7.0,0.69,2.12,9.0,14.0,9.0,5.0,1.0,1.0,11.0,5.0,126.0,64.0,5.0,3.0,1.0,2.0,0.0,1.0,60.0,40.0,2.12,0.69,Bet365,5.5,5.0,4.2,4.0,1.44,1.5,20.98611111111111,22.868055555555557,2.14,2.14,1.7600000000000002,1.7600000000000002,0.38,0.0,1.31,0.0,19.0,0.6900000000000001,0.6900000000000001,0.3299999999999999,0.24,0.36,0.4,1.11,0.0,7.0
4532541,143,6,2025-10-17,1760715900.0,19.75,4,True,Ended,8355,Kalba,8347,Shabab Al Ahly,0.0,0.0,0.51,1.34,0.06,0.26,2.0,1.0,10.0,16.0,1.25,0.52,10.0,6.0,4.0,3.0,1.0,0.0,5.0,9.0,52.0,115.0,2.0,2.0,0.0,0.0,3.0,0.0,35.0,65.0,0.52,1.25,Bet365,4.5,3.7,4.0,3.6,1.6,1.8,23.09722222222222,22.09722222222222,0.53,0.53,0.43,0.37,0.0999999999999999,0.53,0.06,0.0,10.0,1.3100000000000005,1.3100000000000005,1.2100000000000002,0.99,0.1,1.3100000000000005,0.26,0.0,17.0
4532536,143,6,2025-10-18,1760792700.0,17.083333333333332,5,True,Ended,8353,Al Ain,8345,Baniyas,4.0,0.0,1.04,0.75,2.81,0.14,1.0,6.0,14.0,3.0,0.17,2.16,6.0,5.0,3.0,8.0,1.0,0.0,8.0,0.0,27.0,20.0,10.0,1.0,3.0,0.0,0.0,0.0,60.0,40.0,2.16,0.17,Bet365,1.27,1.2,5.5,6.0,8.5,11.0,22.98611111111111,21.98611111111111,2.18,1.39,1.39,0.98,0.0,0.3,2.81,1.0,14.0,0.1699999999999999,0.1699999999999999,0.05,0.05,0.12,0.0,0.14,0.0,3.0
4532540,143,6,2025-10-18,1760792700.0,17.083333333333332,5,True,Ended,10880,Dibba Al Fujairah,8344,Jazira Abu Dhabi,0.0,1.0,1.1,0.44,1.81,1.11,3.0,6.0,20.0,10.0,1.4,1.99,14.0,13.0,4.0,4.0,0.0,1.0,14.0,6.0,,,7.0,4.0,1.0,1.0,2.0,2.0,51.0,49.0,1.99,1.4,,,,,,,,21.868055555555557,23.868055555555557,2.12,2.12,2.12,1.5,0.0,0.06,1.82,0.0,21.0,1.4,1.4,1.36,1.27,0.04,0.81,1.11,0.0,10.0
4532538,143,6,2025-10-18,1760802300.0,19.75,5,True,Ended,8346,Al Wasl,8349,Al Nasr Dubai,2.0,1.0,1.7,0.93,1.22,0.42,1.0,2.0,12.0,8.0,1.09,0.97,12.0,13.0,8.0,3.0,0.0,1.0,8.0,6.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,4.0,74.0,26.0,0.97,1.09,,,,,,,,22.979166666666668,21.979166666666668,0.97,0.97,0.97,0.89,0.0,0.33,1.21,0.0,12.0,1.09,1.09,1.09,1.0,0.0,0.09,0.42,0.0,8.0
4532539,143,6,2025-10-18,1760802300.0,19.75,5,True,Ended,8652,Ajman Club,11134,Khor Fakkan,1.0,2.0,1.79,1.37,0.81,0.42,0.0,4.0,10.0,7.0,0.82,1.24,14.0,10.0,5.0,0.0,0.0,0.0,7.0,5.0,88.0,84.0,5.0,2.0,1.0,1.0,1.0,3.0,52.0,48.0,1.24,0.82,Bet365,2.05,1.85,3.2,3.3,3.1,3.5,22.09722222222222,24.09722222222222,1.3800000000000003,1.3800000000000003,1.16,1.11,0.22,0.09,0.8,0.0,12.0,0.83,0.83,0.27,0.22,0.5599999999999999,0.82,0.42,0.0,7.0
4532535,143,7,2025-10-30,1761829200.0,17.0,3,True,Ended,8350,Al-Wahda,8349,Al Nasr Dubai,3.0,2.0,1.5,0.74,1.37,1.65,0.0,1.0,17.0,6.0,1.22,2.03,10.0,12.0,6.0,1.0,0.0,0.0,7.0,5.0,36.0,22.0,4.0,2.0,3.0,2.0,2.0,3.0,60.0,40.0,2.03,1.22,Bet365,1.57,1.5,3.6,4.0,4.75,5.0,12.996527777777779,11.885416666666666,2.04,1.2500000000000002,1.11,1.04,0.14,0.22,1.37,1.0,17.0,1.22,0.43,0.25,0.25,0.18,0.18,1.64,1.0,6.0
4532532,143,7,2025-10-30,1761839100.0,19.75,3,True,Ended,8347,Shabab Al Ahly,8351,Sharjah SC,2.0,0.0,1.3,0.53,0.54,0.19,3.0,1.0,16.0,8.0,0.46,0.91,15.0,13.0,6.0,2.0,0.0,0.0,8.0,4.0,101.0,86.0,3.0,3.0,1.0,2.0,2.0,1.0,55.0,45.0,0.91,0.46,Bet365,1.7,2.0,4.0,3.75,3.5,2.88,13.0,13.11111111111111,0.9,0.9,0.85,0.7300000000000001,0.05,0.6299999999999999,0.53,0.0,16.0,0.4499999999999999,0.4499999999999999,0.42,0.42,0.03,0.07,0.18,0.0,8.0
4532537,143,7,2025-10-30,1761839100.0,19.75,3,True,Ended,8652,Ajman Club,8353,Al Ain,0.0,3.0,0.13,1.54,0.04,2.05,4.0,1.0,3.0,18.0,1.98,0.05,8.0,22.0,1.0,3.0,0.0,0.0,0.0,13.0,72.0,84.0,1.0,7.0,0.0,1.0,3.0,2.0,46.0,54.0,0.05,1.98,Bet365,4.5,5.0,3.6,3.75,1.62,1.53,12.0,12.11111111111111,0.04,0.04,0.04,0.04,0.0,0.01,0.04,0.0,3.0,2.0000000000000004,1.2100000000000004,1.0900000000000003,1.02,0.12,0.07,2.05,1.0,18.0
4532530,143,7,2025-10-31,1761915600.0,17.0,4,True,Ended,8345,Baniyas,10880,Dibba Al Fujairah,2.0,2.0,1.17,1.42,0.32,1.64,1.0,0.0,9.0,12.0,1.13,1.04,14.0,10.0,3.0,4.0,0.0,0.0,9.0,8.0,82.0,95.0,2.0,3.0,3.0,1.0,2.0,3.0,43.0,57.0,1.04,1.13,Bet365,2.15,2.15,3.2,3.25,3.1,3.1,12.996527777777779,12.996527777777779,1.04,1.04,1.04,0.8699999999999999,0.0,0.79,0.33,0.0,9.0,1.2200000000000002,1.2200000000000002,1.2100000000000002,1.1,0.01,0.34,2.33,0.0,13.0
4532531,143,7,2025-10-31,1761925500.0,19.75,4,True,Ended,11134,Khor Fakkan,8346,Al Wasl,1.0,1.0,0.88,2.32,0.59,2.17,5.0,1.0,9.0,25.0,2.18,0.9,13.0,8.0,1.0,11.0,0.0,0.0,7.0,18.0,65.0,132.0,2.0,7.0,2.0,4.0,3.0,0.0,36.0,64.0,0.9,2.18,,,,,,,,13.0,13.0,0.9000000000000001,0.9000000000000001,0.9000000000000001,0.9000000000000001,0.0,0.4599999999999999,0.6000000000000001,0.0,9.0,2.17,2.17,1.8500000000000003,1.3800000000000003,0.3199999999999999,0.6500000000000001,2.17,0.0,25.0
