game_id,season,round,date,ts,kickoff_hour,weekday,played,status,home_id,home,away_id,away,hg,ag,h_xa,a_xa,h_xgot,a_xgot,h_saves,a_saves,h_shots,a_shots,h_xgc,a_xgc,h_fouls,a_fouls,h_corners,a_corners,h_red,a_red,h_shots_ib,a_shots_ib,h_attacks,a_attacks,h_sot,a_sot,h_bigch,a_bigch,h_yellow,a_yellow,h_poss,a_poss,h_xg,a_xg,book,odds_H,open_H,odds_D,open_D,odds_A,open_A,h_rest,a_rest,h_xg_all,h_npxg,h_xg_open,h_xg_openstr,h_xg_sp,h_xg_level,h_xgot_sum,h_pens,h_shots_n,a_xg_all,a_npxg,a_xg_open,a_xg_openstr,a_xg_sp,a_xg_level,a_xgot_sum,a_pens,a_shots_n
4289102,142,9,2024-12-07,1733585400.0,19.5,5,True,Ended,8355,Kalba,8344,Jazira Abu Dhabi,1.0,1.0,0.44,1.26,0.51,1.59,6.0,3.0,12.0,19.0,2.18,0.99,17.0,7.0,0.0,6.0,0.0,0.0,,,64.0,113.0,4.0,7.0,2.0,2.0,5.0,2.0,34.0,66.0,0.99,2.18,Bet365,3.4,3.4,3.7,3.8,1.91,1.85,15.118055555555555,14.0,1.04,1.04,0.99,0.98,0.05,0.7500000000000001,0.51,0.0,12.0,2.26,1.4700000000000004,1.4,1.04,0.07,0.36,1.5699999999999998,1.0,19.0
4289099,142,9,2024-12-08,1733661900.0,16.75,6,True,Ended,11134,Khor Fakkan,8347,Shabab Al Ahly,1.0,1.0,0.52,1.15,0.67,1.89,5.0,1.0,5.0,25.0,1.71,1.38,18.0,10.0,6.0,7.0,0.0,0.0,,,86.0,109.0,2.0,6.0,1.0,0.0,2.0,2.0,38.0,62.0,1.38,1.71,Bet365,8.0,6.5,5.25,5.0,1.27,1.33,17.00347222222222,16.00347222222222,1.5,0.71,0.17,0.17,0.54,0.09,0.7000000000000001,1.0,5.0,2.02,2.02,1.82,1.2100000000000002,0.2,0.78,2.03,0.0,25.0
4289101,142,9,2024-12-08,1733661900.0,16.75,6,True,Ended,8346,Al Wasl,57374,Al Bataeh,3.0,1.0,2.38,0.27,2.13,0.67,2.0,3.0,17.0,8.0,0.34,1.88,10.0,13.0,12.0,3.0,0.0,0.0,,,113.0,62.0,6.0,3.0,4.0,0.0,4.0,4.0,69.0,31.0,1.88,0.34,Bet365,1.29,1.22,6.0,7.0,6.5,7.5,15.885416666666666,17.00347222222222,2.43,1.64,1.5500000000000005,1.54,0.09,0.78,2.92,1.0,17.0,0.4499999999999999,0.4499999999999999,0.35,0.21,0.1,0.35,0.7999999999999999,0.0,8.0
4289103,142,9,2024-12-08,1733671800.0,19.5,6,True,Ended,8349,Al Nasr Dubai,10904,Dubba Al Husun,3.0,2.0,0.76,1.08,1.55,2.62,4.0,0.0,8.0,15.0,2.33,1.26,16.0,16.0,4.0,9.0,0.0,0.0,,,79.0,94.0,3.0,7.0,2.0,3.0,4.0,1.0,56.0,44.0,1.26,2.33,Bet365,1.33,1.3,5.25,5.25,6.25,6.5,16.118055555555557,15.118055555555555,2.05,1.26,0.99,0.16,0.27,0.83,2.5500000000000003,1.0,8.0,2.7,2.7,1.6200000000000003,0.8000000000000003,1.08,0.0,2.79,0.0,15.0
4289104,142,9,2024-12-08,1733671800.0,19.5,6,True,Ended,8652,Ajman Club,8351,Sharjah SC,0.0,1.0,0.62,0.76,1.91,0.84,0.0,6.0,10.0,12.0,1.46,0.64,17.0,18.0,4.0,2.0,0.0,0.0,,,85.0,102.0,6.0,1.0,0.0,1.0,4.0,1.0,50.0,50.0,0.64,1.46,Bet365,6.5,5.25,4.2,4.0,1.38,1.5,15.0,16.118055555555557,0.7200000000000001,0.7200000000000001,0.5800000000000001,0.47,0.14,0.3999999999999999,1.97,0.0,10.0,1.46,0.6699999999999999,0.64,0.5900000000000001,0.03,0.6499999999999999,0.84,1.0,12.0
4214726,142,3,2024-12-11,1733931000.0,19.5,2,True,Ended,8355,Kalba,8353,Al Ain,3.0,3.0,0.26,3.5,1.43,2.09,2.0,0.0,4.0,27.0,2.67,0.41,10.0,11.0,1.0,12.0,1.0,0.0,,,47.0,126.0,3.0,5.0,1.0,2.0,4.0,1.0,28.0,72.0,0.41,2.67,Bet365,5.25,4.75,4.75,4.33,1.45,1.55,4.0,4.0,0.41,0.41,0.36,0.27,0.05,0.22,1.4300000000000002,0.0,4.0,2.89,2.89,2.59,2.37,0.3,0.3999999999999999,2.94,0.0,28.0
4289272,142,10,2024-12-14,1734180300.0,16.75,5,True,Ended,8345,Baniyas,57374,Al Bataeh,1.0,1.0,0.49,1.11,0.88,0.92,2.0,1.0,7.0,13.0,0.91,0.67,9.0,14.0,4.0,4.0,1.0,0.0,,,85.0,85.0,2.0,3.0,1.0,1.0,0.0,2.0,47.0,53.0,0.67,0.91,Bet365,1.9,2.25,3.4,3.25,3.5,2.75,6.885416666666667,6.0,0.68,0.68,0.49,0.29,0.19,0.68,0.88,0.0,7.0,0.91,0.91,0.7100000000000001,0.67,0.1999999999999999,0.7600000000000001,0.92,0.0,13.0
4289275,142,10,2024-12-14,1734180300.0,16.75,5,True,Ended,11565,Al Urooba,8652,Ajman Club,0.0,2.0,0.8,1.32,0.0,1.74,3.0,0.0,12.0,15.0,1.15,0.5,16.0,9.0,5.0,5.0,0.0,0.0,,,100.0,94.0,0.0,5.0,0.0,1.0,3.0,3.0,47.0,53.0,0.5,1.15,Bet365,3.9,3.25,3.2,3.25,1.83,2.0,7.0,5.885416666666667,0.51,0.51,0.48,0.3399999999999999,0.03,0.39,0.0,0.0,12.0,1.35,1.35,1.35,1.35,0.0,0.9200000000000002,1.76,0.0,15.0
4289273,142,10,2024-12-14,1734190200.0,19.5,5,True,Ended,8351,Sharjah SC,8350,Al-Wahda,2.0,0.0,0.83,1.23,1.38,0.63,3.0,3.0,12.0,14.0,0.41,1.02,14.0,8.0,5.0,6.0,0.0,0.0,,,75.0,137.0,5.0,3.0,1.0,0.0,2.0,2.0,38.0,62.0,1.02,0.41,Bet365,1.85,2.0,3.2,3.25,3.8,3.25,6.0,7.114583333333333,1.03,1.03,1.02,0.91,0.01,0.24,1.39,0.0,12.0,0.3899999999999999,0.3899999999999999,0.3699999999999999,0.32,0.02,0.07,0.64,0.0,14.0
4289271,142,10,2024-12-15,1734266700.0,16.75,6,True,Ended,8349,Al Nasr Dubai,11134,Khor Fakkan,3.0,1.0,1.18,1.06,1.59,0.42,2.0,5.0,19.0,9.0,1.09,1.35,11.0,8.0,8.0,1.0,0.0,1.0,,,75.0,54.0,8.0,4.0,2.0,2.0,2.0,1.0,68.0,32.0,1.35,1.09,Bet365,1.62,1.83,3.5,3.4,4.75,3.6,6.885416666666667,7.0,1.59,1.59,1.39,1.14,0.2,0.13,2.03,0.0,19.0,1.1900000000000002,1.1900000000000002,1.14,0.6000000000000001,0.05,0.24,0.44,0.0,9.0
4289274,142,10,2024-12-15,1734266700.0,16.75,6,True,Ended,10904,Dubba Al Husun,8355,Kalba,2.0,2.0,,,,,6.0,4.0,12.0,18.0,,,13.0,14.0,4.0,3.0,1.0,0.0,,,53.0,131.0,7.0,8.0,6.0,1.0,2.0,1.0,34.0,66.0,,,Bet365,4.0,3.25,3.4,3.25,1.8,2.0,6.885416666666667,3.8854166666666665,3.47,2.68,0.77,0.77,1.91,2.0200000000000005,3.78,1.0,12.0,1.4600000000000004,1.4600000000000004,0.7200000000000002,0.7200000000000002,0.74,0.35,2.02,0.0,19.0
4289270,142,10,2024-12-15,1734276600.0,19.5,6,True,Ended,8344,Jazira Abu Dhabi,8353,Al Ain,1.0,3.0,1.03,1.48,0.89,2.41,6.0,1.0,15.0,17.0,1.32,1.02,17.0,17.0,4.0,3.0,0.0,0.0,,,93.0,89.0,2.0,9.0,1.0,2.0,2.0,4.0,52.0,48.0,1.02,1.32,Bet365,2.9,1.91,3.3,3.4,2.1,3.4,8.0,4.0,1.06,1.06,0.7300000000000002,0.6000000000000001,0.33,0.91,0.89,0.0,17.0,1.37,1.37,1.32,1.1700000000000002,0.05,0.5,2.43,0.0,17.0
4289269,142,10,2024-12-17,1734449400.0,19.5,1,True,Ended,8347,Shabab Al Ahly,8346,Al Wasl,3.0,0.0,0.76,0.38,2.83,0.27,1.0,7.0,18.0,8.0,0.54,1.62,16.0,17.0,4.0,2.0,0.0,0.0,,,88.0,88.0,10.0,1.0,3.0,0.0,3.0,3.0,44.0,56.0,1.62,0.54,Bet365,1.83,2.3,3.6,3.6,3.5,2.5,9.114583333333334,9.114583333333334,1.6300000000000003,1.6300000000000003,1.4300000000000002,1.39,0.2,0.45,2.8200000000000003,0.0,18.0,0.54,0.54,0.53,0.41,0.01,0.12,0.27,0.0,8.0
4289262,142,11,2025-01-05,1736081700.0,16.916666666666668,6,True,Ended,8347,Shabab Al Ahly,8349,Al Nasr Dubai,2.0,0.0,,,,,1.0,3.0,19.0,5.0,,,20.0,5.0,4.0,2.0,0.0,0.0,,,90.0,76.0,5.0,1.0,3.0,0.0,3.0,0.0,60.0,40.0,,,Bet365,1.42,1.5,4.75,4.5,5.0,4.5,18.89236111111111,21.006944444444443,2.51,1.7200000000000004,1.3700000000000003,1.2100000000000002,0.35,1.0100000000000002,2.5700000000000003,1.0,19.0,0.15,0.15,0.1,0.06,0.05,0.12,0.06,0.0,5.0
4289268,142,11,2025-01-05,1736081700.0,16.916666666666668,6,True,Ended,57374,Al Bataeh,8344,Jazira Abu Dhabi,0.0,3.0,,,,,7.0,3.0,9.0,23.0,,,13.0,9.0,1.0,7.0,0.0,0.0,,,70.0,110.0,3.0,10.0,0.0,5.0,2.0,1.0,40.0,60.0,,,Bet365,4.75,3.5,4.5,4.0,1.48,1.73,22.006944444444443,20.89236111111111,0.24,0.24,0.2,0.2,0.04,0.01,0.75,0.0,9.0,2.8999999999999995,2.8999999999999995,1.03,0.91,1.87,1.72,2.97,0.0,23.0
4289265,142,11,2025-01-05,1736091900.0,19.75,6,True,Ended,8353,Al Ain,8351,Sharjah SC,0.0,0.0,0.46,0.63,0.09,0.17,1.0,5.0,13.0,9.0,0.36,0.68,12.0,16.0,7.0,5.0,0.0,0.0,,,91.0,72.0,5.0,1.0,1.0,2.0,2.0,6.0,51.0,49.0,0.68,0.36,Bet365,2.1,2.3,3.75,3.75,2.6,2.4,21.010416666666668,22.010416666666668,0.7000000000000001,0.7000000000000001,0.61,0.48,0.09,0.7000000000000001,0.0999999999999999,0.0,13.0,0.3399999999999999,0.3399999999999999,0.3399999999999999,0.28,0.0,0.3399999999999999,0.17,0.0,9.0
4289267,142,11,2025-01-05,1736091900.0,19.75,6,True,Ended,8355,Kalba,8652,Ajman Club,3.0,2.0,0.58,0.72,0.91,2.35,5.0,6.0,17.0,17.0,1.56,2.62,15.0,10.0,4.0,10.0,0.0,1.0,,,78.0,109.0,8.0,7.0,5.0,1.0,3.0,3.0,50.0,50.0,2.62,1.56,Bet365,2.05,1.91,3.5,3.75,2.9,3.1,21.125,22.125,2.93,2.1399999999999992,2.1399999999999992,1.08,0.0,0.03,0.96,1.0,17.0,1.6000000000000003,1.6000000000000003,1.5400000000000005,1.3300000000000003,0.06,0.0,2.76,0.0,19.0
4289266,142,11,2025-01-06,1736168100.0,16.916666666666668,0,True,Ended,11134,Khor Fakkan,8345,Baniyas,5.0,2.0,1.66,0.95,2.58,1.35,1.0,4.0,15.0,7.0,0.48,1.8,14.0,14.0,0.0,3.0,0.0,1.0,,,87.0,100.0,9.0,3.0,5.0,1.0,3.0,3.0,49.0,51.0,1.8,0.48,Bet365,2.3,2.1,3.6,3.75,2.5,2.7,22.006944444444443,23.006944444444443,1.86,1.86,1.48,1.38,0.38,0.5700000000000001,2.58,0.0,15.0,0.48,0.48,0.48,0.47,0.0,0.21,1.09,0.0,7.0
4289263,142,11,2025-01-06,1736178300.0,19.75,0,True,Ended,8346,Al Wasl,11565,Al Urooba,6.0,0.0,2.51,0.25,4.44,0.08,1.0,2.0,21.0,4.0,0.97,3.14,12.0,13.0,5.0,0.0,0.0,0.0,,,80.0,35.0,7.0,1.0,5.0,1.0,0.0,2.0,67.0,33.0,3.14,0.97,Bet365,1.2,1.17,6.0,6.5,10.0,10.0,20.010416666666668,23.125,3.23,3.23,2.0900000000000003,1.8600000000000003,1.14,0.58,4.430000000000001,0.0,21.0,0.98,0.19,0.19,0.15,0.0,0.0,0.08,1.0,5.0
4289264,142,11,2025-01-06,1736178300.0,19.75,0,True,Ended,8350,Al-Wahda,10904,Dubba Al Husun,4.0,1.0,1.42,0.51,2.95,0.88,1.0,4.0,19.0,5.0,0.51,2.45,17.0,19.0,6.0,3.0,0.0,0.0,,,99.0,115.0,8.0,2.0,4.0,1.0,1.0,3.0,55.0,45.0,2.45,0.51,Bet365,1.28,1.2,5.25,6.5,7.0,9.0,23.010416666666668,22.125,2.45,1.66,1.54,1.54,0.12,0.24,2.97,1.0,19.0,0.51,0.51,0.51,0.51,0.0,0.0,0.88,0.0,5.0
4295082,142,12,2025-01-10,1736514300.0,17.083333333333332,4,True,Ended,57374,Al Bataeh,11565,Al Urooba,1.0,0.0,2.04,0.28,0.64,0.24,2.0,5.0,17.0,7.0,0.41,2.01,10.0,15.0,6.0,3.0,0.0,0.0,,,101.0,99.0,6.0,2.0,4.0,0.0,0.0,3.0,56.0,44.0,2.01,0.41,Bet365,1.67,1.75,3.8,4.0,4.0,3.4,5.006944444444445,3.888888888888889,2.28,2.28,2.14,2.12,0.14,1.5100000000000002,0.89,0.0,17.0,0.41,0.41,0.37,0.29,0.04,0.28,0.23,0.0,7.0
4295083,142,12,2025-01-10,1736514300.0,17.083333333333332,4,True,Ended,8349,Al Nasr Dubai,8355,Kalba,3.0,2.0,3.35,0.94,2.75,1.31,3.0,7.0,28.0,10.0,1.65,2.87,12.0,15.0,10.0,6.0,0.0,0.0,,,125.0,107.0,10.0,5.0,6.0,4.0,2.0,4.0,64.0,36.0,2.87,1.65,Bet365,1.8,2.15,4.2,4.0,3.1,2.5,5.006944444444445,4.888888888888889,3.62,3.62,3.58,3.3800000000000003,0.04,0.24,3.63,0.0,28.0,1.7200000000000002,1.7200000000000002,1.54,1.54,0.18,0.7799999999999999,1.31,0.0,10.0
4248781,142,7,2025-01-10,1736523900.0,19.75,4,True,Ended,8353,Al Ain,8347,Shabab Al Ahly,0.0,1.0,1.95,0.83,1.31,0.67,3.0,8.0,17.0,10.0,1.01,1.86,13.0,14.0,10.0,3.0,0.0,0.0,,,75.0,100.0,8.0,4.0,3.0,1.0,3.0,5.0,56.0,44.0,1.86,1.01,Bet365,2.1,2.6,4.1,4.0,2.55,2.1,5.0,5.118055555555555,1.9500000000000004,1.16,0.99,0.7699999999999999,0.17,0.11,1.2999999999999998,1.0,17.0,1.0,1.0,1.0,0.8300000000000001,0.0,0.8,0.67,0.0,10.0
4295080,142,12,2025-01-11,1736600700.0,17.083333333333332,5,True,Ended,8351,Sharjah SC,11134,Khor Fakkan,1.0,0.0,1.29,0.27,0.68,0.4,2.0,3.0,11.0,11.0,0.78,0.94,17.0,18.0,5.0,3.0,0.0,0.0,,,86.0,72.0,4.0,2.0,1.0,1.0,3.0,4.0,65.0,35.0,0.94,0.78,Bet365,1.36,1.2,4.2,6.0,7.5,9.0,5.888888888888889,5.006944444444445,1.26,1.26,1.16,1.16,0.1,0.96,1.2999999999999998,0.0,12.0,0.7800000000000001,0.7800000000000001,0.7500000000000001,0.65,0.03,0.7800000000000001,0.3999999999999999,0.0,11.0
4295081,142,12,2025-01-11,1736600700.0,17.083333333333332,5,True,Ended,8345,Baniyas,8346,Al Wasl,0.0,0.0,0.55,0.59,0.81,0.09,2.0,4.0,10.0,10.0,0.41,0.65,8.0,12.0,2.0,9.0,0.0,0.0,,,81.0,122.0,4.0,2.0,1.0,0.0,2.0,3.0,35.0,65.0,0.65,0.41,Bet365,5.0,7.5,4.0,5.5,1.5,1.25,5.006944444444445,4.888888888888889,0.6700000000000002,0.6700000000000002,0.6500000000000001,0.35,0.02,0.6700000000000002,0.8,0.0,10.0,0.4100000000000001,0.4100000000000001,0.26,0.26,0.15,0.4100000000000001,0.09,0.0,11.0
4295079,142,12,2025-01-11,1736610300.0,19.75,5,True,Ended,8344,Jazira Abu Dhabi,8350,Al-Wahda,0.0,0.0,1.28,0.68,0.65,0.51,1.0,3.0,11.0,6.0,0.35,0.57,11.0,18.0,1.0,1.0,0.0,1.0,,,120.0,73.0,3.0,1.0,0.0,0.0,3.0,2.0,57.0,43.0,0.57,0.35,Bet365,2.05,2.25,3.8,4.0,2.75,2.4,6.118055555555555,5.0,0.5700000000000001,0.5700000000000001,0.49,0.39,0.08,0.5700000000000001,0.64,0.0,11.0,0.4,0.4,0.32,0.27,0.08,0.4,0.51,0.0,6.0
4295078,142,12,2025-01-15,1736946300.0,17.083333333333332,2,True,Ended,8652,Ajman Club,8353,Al Ain,4.0,2.0,0.93,1.15,3.37,1.76,3.0,4.0,13.0,14.0,0.97,1.83,13.0,11.0,6.0,2.0,0.0,1.0,,,66.0,122.0,7.0,4.0,2.0,1.0,0.0,2.0,42.0,58.0,1.83,0.97,Bet365,6.0,5.0,4.5,4.5,1.36,1.44,9.88888888888889,4.888888888888889,1.91,1.12,1.09,1.06,0.03,0.11,3.85,1.0,16.0,0.98,0.98,0.8800000000000001,0.7000000000000001,0.1,0.35,1.53,0.0,15.0
4295076,142,13,2025-01-21,1737464700.0,17.083333333333332,1,True,Ended,8347,Shabab Al Ahly,8344,Jazira Abu Dhabi,2.0,1.0,,,,,1.0,2.0,10.0,11.0,,,22.0,20.0,2.0,6.0,1.0,0.0,,,63.0,60.0,4.0,2.0,6.0,3.0,3.0,4.0,44.0,56.0,,,Bet365,1.65,1.67,3.9,3.75,4.0,4.0,10.88888888888889,9.88888888888889,2.15,2.15,2.11,1.41,0.04,2.05,1.61,0.0,10.0,0.98,0.98,0.66,0.42,0.32,0.66,0.42,0.0,11.0
4295077,142,13,2025-01-21,1737464700.0,17.083333333333332,1,True,Ended,11134,Khor Fakkan,8652,Ajman Club,0.0,2.0,,,,,3.0,4.0,26.0,11.0,,,13.0,21.0,7.0,6.0,0.0,0.0,,,108.0,77.0,4.0,5.0,2.0,2.0,4.0,5.0,58.0,42.0,,,Bet365,2.7,2.1,3.2,3.3,2.38,3.0,10.0,6.0,1.6000000000000008,1.6000000000000008,1.2800000000000005,1.06,0.32,0.25,0.84,0.0,27.0,1.16,1.16,1.05,1.0,0.11,0.13,1.5699999999999998,0.0,11.0
4295075,142,13,2025-01-21,1737475200.0,20.0,1,True,Ended,8353,Al Ain,8349,Al Nasr Dubai,4.0,1.0,1.38,0.97,2.13,0.89,1.0,2.0,13.0,10.0,0.83,1.3,10.0,12.0,3.0,7.0,0.0,0.0,,,85.0,119.0,7.0,2.0,3.0,0.0,1.0,3.0,38.0,62.0,1.3,0.83,Bet365,1.8,1.55,3.9,4.33,3.25,4.2,6.121527777777778,11.121527777777779,1.3,1.3,1.21,1.21,0.09,0.14,2.12,0.0,13.0,0.8300000000000001,0.8300000000000001,0.8300000000000001,0.53,0.0,0.0,0.89,0.0,10.0
4295074,142,13,2025-01-22,1737551100.0,17.083333333333332,2,True,Ended,8355,Kalba,8345,Baniyas,0.0,1.0,0.75,0.63,0.96,1.14,2.0,10.0,24.0,6.0,0.99,1.36,8.0,12.0,6.0,1.0,0.0,0.0,,,100.0,96.0,10.0,3.0,2.0,1.0,1.0,2.0,56.0,44.0,1.36,0.99,Bet365,2.1,1.95,3.4,3.6,2.9,3.1,12.0,11.0,1.3600000000000003,1.3600000000000003,1.2900000000000005,1.11,0.07,0.0699999999999999,0.96,0.0,24.0,1.04,0.25,0.25,0.1999999999999999,0.0,0.07,1.02,1.0,6.0
4295073,142,13,2025-01-22,1737561600.0,20.0,2,True,Ended,8346,Al Wasl,8351,Sharjah SC,0.0,1.0,0.39,0.55,0.13,1.47,3.0,1.0,6.0,6.0,0.56,0.33,17.0,21.0,2.0,3.0,1.0,0.0,,,111.0,82.0,1.0,4.0,1.0,1.0,0.0,2.0,48.0,52.0,0.33,0.56,Bet365,2.75,2.5,3.1,3.4,2.38,2.4,11.121527777777779,11.121527777777779,0.32,0.32,0.28,0.28,0.04,0.0,0.13,0.0,6.0,0.5900000000000001,0.5900000000000001,0.56,0.43,0.03,0.26,1.48,0.0,6.0
4295072,142,13,2025-01-23,1737637500.0,17.083333333333332,3,True,Ended,11565,Al Urooba,10904,Dubba Al Husun,1.0,2.0,0.57,0.64,2.3,1.58,7.0,4.0,19.0,12.0,0.69,1.86,12.0,11.0,4.0,10.0,0.0,0.0,,,102.0,78.0,5.0,10.0,2.0,1.0,3.0,2.0,55.0,45.0,1.86,0.69,Bet365,3.4,2.5,3.6,3.75,1.85,2.25,13.0,16.88888888888889,1.93,1.14,0.78,0.6000000000000001,0.36,0.37,2.31,1.0,19.0,0.69,0.69,0.45,0.41,0.24,0.4499999999999999,1.5700000000000005,0.0,12.0
4295071,142,13,2025-01-23,1737648000.0,20.0,3,True,Ended,8350,Al-Wahda,57374,Al Bataeh,0.0,2.0,1.51,0.35,2.18,1.22,1.0,8.0,20.0,12.0,1.56,1.83,10.0,14.0,11.0,4.0,0.0,0.0,,,118.0,70.0,9.0,3.0,2.0,2.0,3.0,2.0,66.0,34.0,1.83,1.56,Bet365,1.4,1.3,4.33,5.0,6.25,7.0,12.010416666666666,13.121527777777779,1.8100000000000005,1.8100000000000005,1.65,0.99,0.16,1.2300000000000002,2.18,0.0,20.0,1.56,1.56,1.4700000000000002,1.38,0.09,0.52,1.23,0.0,12.0
4295069,142,14,2025-01-30,1738242900.0,17.25,3,True,Ended,57374,Al Bataeh,8347,Shabab Al Ahly,1.0,3.0,1.15,0.6,0.96,2.73,3.0,2.0,11.0,12.0,2.45,1.19,20.0,20.0,9.0,5.0,0.0,0.0,,,78.0,66.0,3.0,6.0,1.0,3.0,5.0,1.0,46.0,54.0,1.19,2.45,Bet365,6.25,11.0,5.25,7.5,1.36,1.12,6.885416666666667,9.006944444444445,1.1900000000000002,1.1900000000000002,1.15,1.11,0.04,0.16,0.96,0.0,11.0,2.46,1.6700000000000002,1.4200000000000002,1.39,0.25,0.81,2.73,1.0,12.0
4295070,142,14,2025-01-30,1738242900.0,17.25,3,True,Ended,11134,Khor Fakkan,8353,Al Ain,2.0,2.0,0.08,2.26,1.09,1.95,5.0,0.0,5.0,22.0,2.18,0.72,9.0,7.0,4.0,6.0,0.0,0.0,,,72.0,153.0,2.0,7.0,1.0,2.0,1.0,3.0,28.0,72.0,0.72,2.18,Bet365,5.0,4.2,4.75,4.2,1.42,1.57,9.006944444444445,8.885416666666666,0.71,0.71,0.69,0.1,0.02,0.25,1.09,0.0,5.0,2.18,2.18,2.18,1.4000000000000004,0.0,0.5900000000000001,1.95,0.0,22.0
4295067,142,14,2025-01-30,1738252800.0,20.0,3,True,Ended,8346,Al Wasl,8355,Kalba,1.0,1.0,2.66,0.54,2.91,0.77,2.0,8.0,35.0,7.0,1.05,2.78,10.0,10.0,9.0,6.0,0.0,1.0,,,116.0,65.0,10.0,3.0,1.0,1.0,2.0,3.0,76.0,24.0,2.78,1.05,Bet365,1.53,2.0,4.2,3.75,4.33,2.88,8.0,8.121527777777779,2.770000000000001,2.770000000000001,2.680000000000001,2.1100000000000003,0.09,1.4100000000000006,2.91,0.0,35.0,1.07,0.2799999999999999,0.23,0.23,0.05,0.24,0.77,1.0,7.0
4295066,142,14,2025-01-31,1738329300.0,17.25,4,True,Ended,8652,Ajman Club,8350,Al-Wahda,4.0,3.0,0.7,1.37,3.57,1.74,5.0,3.0,13.0,19.0,1.82,3.36,16.0,7.0,7.0,8.0,0.0,0.0,,,54.0,118.0,6.0,8.0,5.0,2.0,1.0,2.0,34.0,66.0,3.36,1.82,Bet365,3.25,2.6,4.0,4.0,1.8,2.1,10.006944444444445,7.885416666666667,3.38,1.8000000000000005,0.79,0.67,1.01,1.02,3.5700000000000003,2.0,13.0,1.8700000000000003,1.08,0.92,0.6900000000000001,0.16,0.15,1.82,1.0,20.0
4295068,142,14,2025-01-31,1738329300.0,17.25,4,True,Ended,8351,Sharjah SC,10904,Dubba Al Husun,1.0,0.0,1.2,0.3,1.12,0.02,1.0,4.0,15.0,3.0,0.08,1.09,20.0,15.0,6.0,0.0,0.0,0.0,,,115.0,75.0,5.0,1.0,1.0,0.0,3.0,2.0,59.0,41.0,1.09,0.08,Bet365,1.2,1.12,5.5,7.5,11.0,11.0,8.885416666666666,8.006944444444445,1.0800000000000003,1.0800000000000003,1.01,0.99,0.0699999999999999,0.09,1.13,0.0,15.0,0.1699999999999999,0.1699999999999999,0.1399999999999999,0.1399999999999999,0.03,0.0,0.02,0.0,3.0
4295064,142,14,2025-01-31,1738339200.0,20.0,4,True,Ended,8344,Jazira Abu Dhabi,8345,Baniyas,0.0,1.0,1.35,0.52,0.47,1.12,1.0,3.0,18.0,6.0,1.18,0.91,15.0,13.0,8.0,2.0,0.0,0.0,,,124.0,70.0,3.0,2.0,1.0,1.0,2.0,1.0,65.0,35.0,0.91,1.18,Bet365,1.45,1.44,4.1,4.5,5.5,5.0,10.121527777777779,9.121527777777779,0.92,0.92,0.8400000000000001,0.6000000000000001,0.08,0.0,0.47,0.0,18.0,1.1700000000000002,1.1700000000000002,1.07,1.07,0.1,0.85,1.12,0.0,6.0
4295065,142,14,2025-01-31,1738339200.0,20.0,4,True,Ended,8349,Al Nasr Dubai,11565,Al Urooba,2.0,1.0,1.24,0.54,0.9,0.2,2.0,3.0,18.0,7.0,0.46,1.05,9.0,14.0,11.0,2.0,0.0,0.0,,,148.0,93.0,5.0,2.0,1.0,1.0,1.0,2.0,60.0,40.0,1.05,0.46,Bet365,1.18,1.22,6.25,5.5,11.0,9.0,10.0,8.121527777777779,1.05,1.05,0.93,0.78,0.12,0.3999999999999999,0.91,0.0,19.0,0.6300000000000001,0.6300000000000001,0.6000000000000001,0.3999999999999999,0.03,0.2,0.25,0.0,9.0
4295063,142,12,2025-02-04,1738674900.0,17.25,1,True,Ended,10904,Dubba Al Husun,8347,Shabab Al Ahly,0.0,3.0,0.15,1.8,0.38,3.25,4.0,1.0,4.0,22.0,3.31,0.39,8.0,18.0,2.0,4.0,0.0,0.0,,,56.0,142.0,1.0,7.0,1.0,3.0,1.0,1.0,38.0,62.0,0.39,3.31,Bet365,9.0,9.0,5.75,6.0,1.22,1.2,4.0,5.0,0.39,0.39,0.39,0.23,0.0,0.39,0.38,0.0,4.0,3.34,3.34,3.24,2.54,0.1,0.49,3.24,0.0,22.0
4295061,142,15,2025-02-06,1738857600.0,20.0,3,True,Ended,8355,Kalba,8351,Sharjah SC,2.0,1.0,0.17,1.45,1.21,1.54,6.0,0.0,5.0,15.0,1.94,0.52,19.0,8.0,5.0,6.0,0.0,0.0,,,66.0,111.0,2.0,6.0,0.0,3.0,2.0,1.0,34.0,66.0,0.52,1.94,Bet365,4.75,5.0,4.0,4.33,1.53,1.45,7.0,6.114583333333333,0.52,0.52,0.38,0.38,0.14,0.41,0.81,0.0,5.0,2.0,2.0,1.1,0.85,0.9,2.0,1.53,0.0,15.0
4295062,142,15,2025-02-07,1738944000.0,20.0,4,True,Ended,11565,Al Urooba,8344,Jazira Abu Dhabi,4.0,5.0,1.1,1.04,1.57,3.02,2.0,2.0,11.0,15.0,1.1,0.94,13.0,10.0,1.0,6.0,0.0,0.0,,,63.0,126.0,5.0,7.0,1.0,1.0,4.0,2.0,35.0,65.0,0.94,1.1,Bet365,7.0,9.0,4.33,5.0,1.36,1.25,7.0,7.0,0.95,0.95,0.95,0.84,0.0,0.13,1.57,0.0,11.0,1.11,1.11,1.04,0.83,0.07,0.6900000000000001,3.03,0.0,16.0
